sample-index,text
sample-010347,even me  i haven't thought of other women since i met the merchant's daughter
sample-010350,you know where i live
sample-010351,it was dropping off in flakes and raining down on the sand
sample-010352,they must be used to their new shepherd and have probably already forgotten me
sample-010353,can i get a woot woot
sample-010354,times are different now
sample-010355,don't you dare to be civil with me
sample-010356,but that was simply because my eye was tired
sample-010357,the guitar broke and she couldn't play anymore
sample-010368,what is a foreigner doing here asked another of the men
sample-010369,a boy came running towards me
sample-010378,and at that i told him and he took my place
sample-010379,i locked eyes with a fish in the tank
sample-010380,it's what you have always wanted to accomplish
sample-010381,i notice you still remember it
sample-010382,i'm not gonna talk about them
sample-010383,much better said the old man
sample-010384,it seemed to him that it fell to earth about one hundred miles east of here
sample-010385,it's extremely suspicious that there's no information about brains that didn't come from a brain
sample-010386,wait a minute
sample-010387,the road was so steep that the biker had to shift down a few gears
sample-010390,maktub thought the boy
sample-010391,eventually the merchant had to hire two more employees
sample-010392,they are so used to me that they know my schedule he muttered
sample-010393,and i'd better read your books said the boy
sample-010394,maybe she didn't even remember him
sample-010395,what had been next to him five minutes ago was now at the other side
sample-010396,you'll be the counselor of the oasis
sample-010397,and maybe it wasn't that they were teaching me but that i was learning from them
sample-010408,he had seen the shooting star and was persuaded that a meteorite lay somewhere nearby
sample-010409,graham had trained rigourously
sample-010418,the old man leafed through the book and fell to reading a page he came to
sample-010419,first he had studied esperanto then the world's religions and now it was alchemy
sample-010420,it was the first time she had done that
sample-010421,its time said his father and he was right
sample-010422,mostly just the hearts of those who are trying to realize their destinies
sample-010423,they stood there looking at the moon
sample-010424,i myself heard nothing of that
sample-010425,i'm surprised you didn't run into her
sample-010426,we've got to get to them
sample-010427,i'll go further than that
sample-010430,what's the matter
sample-010431,business has really improved he said to the boy after the customer had left
sample-010432,it was as if it quivered but really this was the telescope vibrating
sample-010433,of course the most important question is whether it actually works better than the old eye tracker
sample-010434,he looked around at the empty plaza again feeling less desperate than before
sample-010435,please take a business card
sample-010436,in spite of this i still believed that there were men in mars
sample-010437,that's true the boy thought
